nguon,la_bang_fact,bang,cot,dang,vai_tro,khuyet_pct,so_gia_tri,luc_luong_pct,hang_so,mo_coi_pct,tre_ngay,diem_thong_tin,danh_gia,tac_dung,muc_bang_chung,cong_vo_dung,can_cu_tac_dung,day_du,cong_thieu,he_qua_neu_bo_qua,quyet_dinh_panel,phan_loai,vao_panel,viec_phai_lam
lược đồ dwh,false,dim_shippers,source_refs,phân loại,cột kỹ thuật — không phải đặc trưng,0.003,,,false,,,0.0,rỗng hoặc hằng số — bỏ,KHÔNG CẦN THIẾT,ĐO ĐƯỢC,U1 Hằng số hoặc rỗng,"Phương sai bằng 0 nên thông tin tương hỗ với BẤT KỲ nhãn nào cũng bằng 0. Hệ quả toán học, không phải ngưỡng vận hành.",ĐỦ,—,Không vướng cổng nào.,,KHÔNG CÓ TÁC DỤNG,false,Không đưa vào bảng phẳng. Sửa nguồn cũng vô ích vì sửa xong vẫn không nói được gì về nhu cầu.
lược đồ dwh,false,dim_site_accounts,batch_id,số,BỎ — hằng số,0.0,1.0,14.286,true,,,0.0,rỗng hoặc hằng số — bỏ,KHÔNG CẦN THIẾT,ĐO ĐƯỢC,U1 Hằng số hoặc rỗng,"Phương sai bằng 0 nên thông tin tương hỗ với BẤT KỲ nhãn nào cũng bằng 0. Hệ quả toán học, không phải ngưỡng vận hành.",ĐỦ,—,Không vướng cổng nào.,,KHÔNG CÓ TÁC DỤNG,false,Không đưa vào bảng phẳng. Sửa nguồn cũng vô ích vì sửa xong vẫn không nói được gì về nhu cầu.
lược đồ dwh,false,dim_site_accounts,created_at,phân loại,BỎ — hằng số,0.0,1.0,14.286,true,,,0.0,rỗng hoặc hằng số — bỏ,KHÔNG CẦN THIẾT,ĐO ĐƯỢC,U1 Hằng số hoặc rỗng,"Phương sai bằng 0 nên thông tin tương hỗ với BẤT KỲ nhãn nào cũng bằng 0. Hệ quả toán học, không phải ngưỡng vận hành.",ĐỦ,—,Không vướng cổng nào.,,KHÔNG CÓ TÁC DỤNG,false,Không đưa vào bảng phẳng. Sửa nguồn cũng vô ích vì sửa xong vẫn không nói được gì về nhu cầu.
lược đồ dwh,false,dim_site_accounts,updated_at,phân loại,BỎ — hằng số,0.0,1.0,14.286,true,,,0.0,rỗng hoặc hằng số — bỏ,KHÔNG CẦN THIẾT,ĐO ĐƯỢC,U1 Hằng số hoặc rỗng,"Phương sai bằng 0 nên thông tin tương hỗ với BẤT KỲ nhãn nào cũng bằng 0. Hệ quả toán học, không phải ngưỡng vận hành.",ĐỦ,—,Không vướng cổng nào.,,KHÔNG CÓ TÁC DỤNG,false,Không đưa vào bảng phẳng. Sửa nguồn cũng vô ích vì sửa xong vẫn không nói được gì về nhu cầu.
lược đồ dwh,false,dim_site_domains,batch_id,số,BỎ — hằng số,0.73,1.0,0.735,true,,,0.0,rỗng hoặc hằng số — bỏ,KHÔNG CẦN THIẾT,ĐO ĐƯỢC,U1 Hằng số hoặc rỗng,"Phương sai bằng 0 nên thông tin tương hỗ với BẤT KỲ nhãn nào cũng bằng 0. Hệ quả toán học, không phải ngưỡng vận hành.",ĐỦ,—,Không vướng cổng nào.,,KHÔNG CÓ TÁC DỤNG,false,Không đưa vào bảng phẳng. Sửa nguồn cũng vô ích vì sửa xong vẫn không nói được gì về nhu cầu.
lược đồ dwh,false,dim_site_domains,created_at,phân loại,BỎ — hằng số,0.0,1.0,0.73,true,,,0.0,rỗng hoặc hằng số — bỏ,KHÔNG CẦN THIẾT,ĐO ĐƯỢC,U1 Hằng số hoặc rỗng,"Phương sai bằng 0 nên thông tin tương hỗ với BẤT KỲ nhãn nào cũng bằng 0. Hệ quả toán học, không phải ngưỡng vận hành.",ĐỦ,—,Không vướng cổng nào.,,KHÔNG CÓ TÁC DỤNG,false,Không đưa vào bảng phẳng. Sửa nguồn cũng vô ích vì sửa xong vẫn không nói được gì về nhu cầu.
lược đồ dwh,false,dim_sub_inventories,deleted,số,BỎ — hằng số,0.0,1.0,0.532,true,,,0.0,rỗng hoặc hằng số — bỏ,KHÔNG CẦN THIẾT,ĐO ĐƯỢC,U1 Hằng số hoặc rỗng,"Phương sai bằng 0 nên thông tin tương hỗ với BẤT KỲ nhãn nào cũng bằng 0. Hệ quả toán học, không phải ngưỡng vận hành.",ĐỦ,—,Không vướng cổng nào.,,KHÔNG CÓ TÁC DỤNG,false,Không đưa vào bảng phẳng. Sửa nguồn cũng vô ích vì sửa xong vẫn không nói được gì về nhu cầu.
lược đồ dwh,false,dim_suppliers,is_current,phân loại,BỎ — hằng số,0.0,1.0,1.587,true,,,0.0,rỗng hoặc hằng số — bỏ,KHÔNG CẦN THIẾT,ĐO ĐƯỢC,U1 Hằng số hoặc rỗng,"Phương sai bằng 0 nên thông tin tương hỗ với BẤT KỲ nhãn nào cũng bằng 0. Hệ quả toán học, không phải ngưỡng vận hành.",ĐỦ,—,Không vướng cổng nào.,,KHÔNG CÓ TÁC DỤNG,false,Không đưa vào bảng phẳng. Sửa nguồn cũng vô ích vì sửa xong vẫn không nói được gì về nhu cầu.
lược đồ dwh,false,dim_warehouse_capacity,warehouse_code,—,BỎ — hằng số,,0.0,,true,,,0.0,rỗng hoặc hằng số — bỏ,KHÔNG CẦN THIẾT,ĐO ĐƯỢC,U1 Hằng số hoặc rỗng,"Phương sai bằng 0 nên thông tin tương hỗ với BẤT KỲ nhãn nào cũng bằng 0. Hệ quả toán học, không phải ngưỡng vận hành.",ĐỦ,—,Không vướng cổng nào.,,KHÔNG CÓ TÁC DỤNG,false,Không đưa vào bảng phẳng. Sửa nguồn cũng vô ích vì sửa xong vẫn không nói được gì về nhu cầu.
lược đồ dwh,false,dim_warehouse_capacity,sub_inventory_code,—,BỎ — hằng số,,0.0,,true,,,0.0,rỗng hoặc hằng số — bỏ,KHÔNG CẦN THIẾT,ĐO ĐƯỢC,U1 Hằng số hoặc rỗng,"Phương sai bằng 0 nên thông tin tương hỗ với BẤT KỲ nhãn nào cũng bằng 0. Hệ quả toán học, không phải ngưỡng vận hành.",ĐỦ,—,Không vướng cổng nào.,,KHÔNG CÓ TÁC DỤNG,false,Không đưa vào bảng phẳng. Sửa nguồn cũng vô ích vì sửa xong vẫn không nói được gì về nhu cầu.
lược đồ dwh,false,dim_warehouse_capacity,capacity_carton,—,BỎ — hằng số,,0.0,,true,,,0.0,rỗng hoặc hằng số — bỏ,KHÔNG CẦN THIẾT,ĐO ĐƯỢC,U1 Hằng số hoặc rỗng,"Phương sai bằng 0 nên thông tin tương hỗ với BẤT KỲ nhãn nào cũng bằng 0. Hệ quả toán học, không phải ngưỡng vận hành.",ĐỦ,—,Không vướng cổng nào.,,KHÔNG CÓ TÁC DỤNG,false,Không đưa vào bảng phẳng. Sửa nguồn cũng vô ích vì sửa xong vẫn không nói được gì về nhu cầu.
lược đồ dwh,false,dim_warehouse_capacity,effective_from,—,BỎ — hằng số,,0.0,,true,,,0.0,rỗng hoặc hằng số — bỏ,KHÔNG CẦN THIẾT,ĐO ĐƯỢC,U1 Hằng số hoặc rỗng,"Phương sai bằng 0 nên thông tin tương hỗ với BẤT KỲ nhãn nào cũng bằng 0. Hệ quả toán học, không phải ngưỡng vận hành.",ĐỦ,—,Không vướng cổng nào.,,KHÔNG CÓ TÁC DỤNG,false,Không đưa vào bảng phẳng. Sửa nguồn cũng vô ích vì sửa xong vẫn không nói được gì về nhu cầu.
lược đồ dwh,false,dim_warehouse_capacity,effective_to,—,BỎ — hằng số,,0.0,,true,,,0.0,rỗng hoặc hằng số — bỏ,KHÔNG CẦN THIẾT,ĐO ĐƯỢC,U1 Hằng số hoặc rỗng,"Phương sai bằng 0 nên thông tin tương hỗ với BẤT KỲ nhãn nào cũng bằng 0. Hệ quả toán học, không phải ngưỡng vận hành.",ĐỦ,—,Không vướng cổng nào.,,KHÔNG CÓ TÁC DỤNG,false,Không đưa vào bảng phẳng. Sửa nguồn cũng vô ích vì sửa xong vẫn không nói được gì về nhu cầu.
lược đồ dwh,false,dim_warehouse_capacity,notes,—,BỎ — hằng số,,0.0,,true,,,0.0,rỗng hoặc hằng số — bỏ,KHÔNG CẦN THIẾT,ĐO ĐƯỢC,U1 Hằng số hoặc rỗng,"Phương sai bằng 0 nên thông tin tương hỗ với BẤT KỲ nhãn nào cũng bằng 0. Hệ quả toán học, không phải ngưỡng vận hành.",ĐỦ,—,Không vướng cổng nào.,,KHÔNG CÓ TÁC DỤNG,false,Không đưa vào bảng phẳng. Sửa nguồn cũng vô ích vì sửa xong vẫn không nói được gì về nhu cầu.
lược đồ dwh,false,dim_warehouse_capacity,id,—,BỎ — hằng số,,0.0,,true,,,0.0,rỗng hoặc hằng số — bỏ,KHÔNG CẦN THIẾT,ĐO ĐƯỢC,U1 Hằng số hoặc rỗng,"Phương sai bằng 0 nên thông tin tương hỗ với BẤT KỲ nhãn nào cũng bằng 0. Hệ quả toán học, không phải ngưỡng vận hành.",ĐỦ,—,Không vướng cổng nào.,,KHÔNG CÓ TÁC DỤNG,false,Không đưa vào bảng phẳng. Sửa nguồn cũng vô ích vì sửa xong vẫn không nói được gì về nhu cầu.
lược đồ dwh,false,dim_warehouse_capacity,source_refs,—,cột kỹ thuật — không phải đặc trưng,,,,false,,,0.0,rỗng hoặc hằng số — bỏ,KHÔNG CẦN THIẾT,ĐO ĐƯỢC,U1 Hằng số hoặc rỗng,"Phương sai bằng 0 nên thông tin tương hỗ với BẤT KỲ nhãn nào cũng bằng 0. Hệ quả toán học, không phải ngưỡng vận hành.",ĐỦ,—,Không vướng cổng nào.,,KHÔNG CÓ TÁC DỤNG,false,Không đưa vào bảng phẳng. Sửa nguồn cũng vô ích vì sửa xong vẫn không nói được gì về nhu cầu.
lược đồ dwh,false,dim_warehouse_capacity,batch_id,—,BỎ — hằng số,,0.0,,true,,,0.0,rỗng hoặc hằng số — bỏ,KHÔNG CẦN THIẾT,ĐO ĐƯỢC,U1 Hằng số hoặc rỗng,"Phương sai bằng 0 nên thông tin tương hỗ với BẤT KỲ nhãn nào cũng bằng 0. Hệ quả toán học, không phải ngưỡng vận hành.",ĐỦ,—,Không vướng cổng nào.,,KHÔNG CÓ TÁC DỤNG,false,Không đưa vào bảng phẳng. Sửa nguồn cũng vô ích vì sửa xong vẫn không nói được gì về nhu cầu.
lược đồ dwh,false,dim_warehouse_capacity,created_at,—,BỎ — hằng số,,0.0,,true,,,0.0,rỗng hoặc hằng số — bỏ,KHÔNG CẦN THIẾT,ĐO ĐƯỢC,U1 Hằng số hoặc rỗng,"Phương sai bằng 0 nên thông tin tương hỗ với BẤT KỲ nhãn nào cũng bằng 0. Hệ quả toán học, không phải ngưỡng vận hành.",ĐỦ,—,Không vướng cổng nào.,,KHÔNG CÓ TÁC DỤNG,false,Không đưa vào bảng phẳng. Sửa nguồn cũng vô ích vì sửa xong vẫn không nói được gì về nhu cầu.
lược đồ dwh,false,dim_warehouse_capacity,updated_at,—,BỎ — hằng số,,0.0,,true,,,0.0,rỗng hoặc hằng số — bỏ,KHÔNG CẦN THIẾT,ĐO ĐƯỢC,U1 Hằng số hoặc rỗng,"Phương sai bằng 0 nên thông tin tương hỗ với BẤT KỲ nhãn nào cũng bằng 0. Hệ quả toán học, không phải ngưỡng vận hành.",ĐỦ,—,Không vướng cổng nào.,,KHÔNG CÓ TÁC DỤNG,false,Không đưa vào bảng phẳng. Sửa nguồn cũng vô ích vì sửa xong vẫn không nói được gì về nhu cầu.
lược đồ dwh,false,dim_warehouse_target,distributor_code,—,BỎ — hằng số,,0.0,,true,,,0.0,rỗng hoặc hằng số — bỏ,KHÔNG CẦN THIẾT,ĐO ĐƯỢC,U1 Hằng số hoặc rỗng,"Phương sai bằng 0 nên thông tin tương hỗ với BẤT KỲ nhãn nào cũng bằng 0. Hệ quả toán học, không phải ngưỡng vận hành.",ĐỦ,—,Không vướng cổng nào.,,KHÔNG CÓ TÁC DỤNG,false,Không đưa vào bảng phẳng. Sửa nguồn cũng vô ích vì sửa xong vẫn không nói được gì về nhu cầu.
lược đồ dwh,false,dim_warehouse_target,warehouse_code,—,BỎ — hằng số,,0.0,,true,,,0.0,rỗng hoặc hằng số — bỏ,KHÔNG CẦN THIẾT,ĐO ĐƯỢC,U1 Hằng số hoặc rỗng,"Phương sai bằng 0 nên thông tin tương hỗ với BẤT KỲ nhãn nào cũng bằng 0. Hệ quả toán học, không phải ngưỡng vận hành.",ĐỦ,—,Không vướng cổng nào.,,KHÔNG CÓ TÁC DỤNG,false,Không đưa vào bảng phẳng. Sửa nguồn cũng vô ích vì sửa xong vẫn không nói được gì về nhu cầu.
lược đồ dwh,false,dim_warehouse_target,sub_inventory_code,—,BỎ — hằng số,,0.0,,true,,,0.0,rỗng hoặc hằng số — bỏ,KHÔNG CẦN THIẾT,ĐO ĐƯỢC,U1 Hằng số hoặc rỗng,"Phương sai bằng 0 nên thông tin tương hỗ với BẤT KỲ nhãn nào cũng bằng 0. Hệ quả toán học, không phải ngưỡng vận hành.",ĐỦ,—,Không vướng cổng nào.,,KHÔNG CÓ TÁC DỤNG,false,Không đưa vào bảng phẳng. Sửa nguồn cũng vô ích vì sửa xong vẫn không nói được gì về nhu cầu.
lược đồ dwh,false,dim_warehouse_target,period_year,—,BỎ — hằng số,,0.0,,true,,,0.0,rỗng hoặc hằng số — bỏ,KHÔNG CẦN THIẾT,ĐO ĐƯỢC,U1 Hằng số hoặc rỗng,"Phương sai bằng 0 nên thông tin tương hỗ với BẤT KỲ nhãn nào cũng bằng 0. Hệ quả toán học, không phải ngưỡng vận hành.",ĐỦ,—,Không vướng cổng nào.,,KHÔNG CÓ TÁC DỤNG,false,Không đưa vào bảng phẳng. Sửa nguồn cũng vô ích vì sửa xong vẫn không nói được gì về nhu cầu.
lược đồ dwh,false,dim_warehouse_target,period_month,—,BỎ — hằng số,,0.0,,true,,,0.0,rỗng hoặc hằng số — bỏ,KHÔNG CẦN THIẾT,ĐO ĐƯỢC,U1 Hằng số hoặc rỗng,"Phương sai bằng 0 nên thông tin tương hỗ với BẤT KỲ nhãn nào cũng bằng 0. Hệ quả toán học, không phải ngưỡng vận hành.",ĐỦ,—,Không vướng cổng nào.,,KHÔNG CÓ TÁC DỤNG,false,Không đưa vào bảng phẳng. Sửa nguồn cũng vô ích vì sửa xong vẫn không nói được gì về nhu cầu.
lược đồ dwh,false,dim_warehouse_target,target_carton,—,BỎ — hằng số,,0.0,,true,,,0.0,rỗng hoặc hằng số — bỏ,KHÔNG CẦN THIẾT,ĐO ĐƯỢC,U1 Hằng số hoặc rỗng,"Phương sai bằng 0 nên thông tin tương hỗ với BẤT KỲ nhãn nào cũng bằng 0. Hệ quả toán học, không phải ngưỡng vận hành.",ĐỦ,—,Không vướng cổng nào.,,KHÔNG CÓ TÁC DỤNG,false,Không đưa vào bảng phẳng. Sửa nguồn cũng vô ích vì sửa xong vẫn không nói được gì về nhu cầu.
lược đồ dwh,false,dim_warehouse_target,target_vnd,—,BỎ — hằng số,,0.0,,true,,,0.0,rỗng hoặc hằng số — bỏ,KHÔNG CẦN THIẾT,ĐO ĐƯỢC,U1 Hằng số hoặc rỗng,"Phương sai bằng 0 nên thông tin tương hỗ với BẤT KỲ nhãn nào cũng bằng 0. Hệ quả toán học, không phải ngưỡng vận hành.",ĐỦ,—,Không vướng cổng nào.,,KHÔNG CÓ TÁC DỤNG,false,Không đưa vào bảng phẳng. Sửa nguồn cũng vô ích vì sửa xong vẫn không nói được gì về nhu cầu.
lược đồ dwh,false,dim_warehouse_target,notes,—,BỎ — hằng số,,0.0,,true,,,0.0,rỗng hoặc hằng số — bỏ,KHÔNG CẦN THIẾT,ĐO ĐƯỢC,U1 Hằng số hoặc rỗng,"Phương sai bằng 0 nên thông tin tương hỗ với BẤT KỲ nhãn nào cũng bằng 0. Hệ quả toán học, không phải ngưỡng vận hành.",ĐỦ,—,Không vướng cổng nào.,,KHÔNG CÓ TÁC DỤNG,false,Không đưa vào bảng phẳng. Sửa nguồn cũng vô ích vì sửa xong vẫn không nói được gì về nhu cầu.
lược đồ dwh,false,dim_warehouse_target,id,—,BỎ — hằng số,,0.0,,true,,,0.0,rỗng hoặc hằng số — bỏ,KHÔNG CẦN THIẾT,ĐO ĐƯỢC,U1 Hằng số hoặc rỗng,"Phương sai bằng 0 nên thông tin tương hỗ với BẤT KỲ nhãn nào cũng bằng 0. Hệ quả toán học, không phải ngưỡng vận hành.",ĐỦ,—,Không vướng cổng nào.,,KHÔNG CÓ TÁC DỤNG,false,Không đưa vào bảng phẳng. Sửa nguồn cũng vô ích vì sửa xong vẫn không nói được gì về nhu cầu.
lược đồ dwh,false,dim_warehouse_target,source_refs,—,cột kỹ thuật — không phải đặc trưng,,,,false,,,0.0,rỗng hoặc hằng số — bỏ,KHÔNG CẦN THIẾT,ĐO ĐƯỢC,U1 Hằng số hoặc rỗng,"Phương sai bằng 0 nên thông tin tương hỗ với BẤT KỲ nhãn nào cũng bằng 0. Hệ quả toán học, không phải ngưỡng vận hành.",ĐỦ,—,Không vướng cổng nào.,,KHÔNG CÓ TÁC DỤNG,false,Không đưa vào bảng phẳng. Sửa nguồn cũng vô ích vì sửa xong vẫn không nói được gì về nhu cầu.
lược đồ dwh,false,dim_warehouse_target,batch_id,—,BỎ — hằng số,,0.0,,true,,,0.0,rỗng hoặc hằng số — bỏ,KHÔNG CẦN THIẾT,ĐO ĐƯỢC,U1 Hằng số hoặc rỗng,"Phương sai bằng 0 nên thông tin tương hỗ với BẤT KỲ nhãn nào cũng bằng 0. Hệ quả toán học, không phải ngưỡng vận hành.",ĐỦ,—,Không vướng cổng nào.,,KHÔNG CÓ TÁC DỤNG,false,Không đưa vào bảng phẳng. Sửa nguồn cũng vô ích vì sửa xong vẫn không nói được gì về nhu cầu.
lược đồ dwh,false,dim_warehouse_target,created_at,—,BỎ — hằng số,,0.0,,true,,,0.0,rỗng hoặc hằng số — bỏ,KHÔNG CẦN THIẾT,ĐO ĐƯỢC,U1 Hằng số hoặc rỗng,"Phương sai bằng 0 nên thông tin tương hỗ với BẤT KỲ nhãn nào cũng bằng 0. Hệ quả toán học, không phải ngưỡng vận hành.",ĐỦ,—,Không vướng cổng nào.,,KHÔNG CÓ TÁC DỤNG,false,Không đưa vào bảng phẳng. Sửa nguồn cũng vô ích vì sửa xong vẫn không nói được gì về nhu cầu.
lược đồ dwh,false,dim_warehouse_target,updated_at,—,BỎ — hằng số,,0.0,,true,,,0.0,rỗng hoặc hằng số — bỏ,KHÔNG CẦN THIẾT,ĐO ĐƯỢC,U1 Hằng số hoặc rỗng,"Phương sai bằng 0 nên thông tin tương hỗ với BẤT KỲ nhãn nào cũng bằng 0. Hệ quả toán học, không phải ngưỡng vận hành.",ĐỦ,—,Không vướng cổng nào.,,KHÔNG CÓ TÁC DỤNG,false,Không đưa vào bảng phẳng. Sửa nguồn cũng vô ích vì sửa xong vẫn không nói được gì về nhu cầu.
lược đồ dwh,false,dim_warehouses,is_active,phân loại,BỎ — hằng số,0.0,1.0,2.564,true,,,0.0,rỗng hoặc hằng số — bỏ,KHÔNG CẦN THIẾT,ĐO ĐƯỢC,U1 Hằng số hoặc rỗng,"Phương sai bằng 0 nên thông tin tương hỗ với BẤT KỲ nhãn nào cũng bằng 0. Hệ quả toán học, không phải ngưỡng vận hành.",ĐỦ,—,Không vướng cổng nào.,,KHÔNG CÓ TÁC DỤNG,false,Không đưa vào bảng phẳng. Sửa nguồn cũng vô ích vì sửa xong vẫn không nói được gì về nhu cầu.
lược đồ dwh,false,dim_warehouses,is_current,phân loại,BỎ — hằng số,0.0,1.0,2.564,true,,,0.0,rỗng hoặc hằng số — bỏ,KHÔNG CẦN THIẾT,ĐO ĐƯỢC,U1 Hằng số hoặc rỗng,"Phương sai bằng 0 nên thông tin tương hỗ với BẤT KỲ nhãn nào cũng bằng 0. Hệ quả toán học, không phải ngưỡng vận hành.",ĐỦ,—,Không vướng cổng nào.,,KHÔNG CÓ TÁC DỤNG,false,Không đưa vào bảng phẳng. Sửa nguồn cũng vô ích vì sửa xong vẫn không nói được gì về nhu cầu.
lược đồ dwh,false,dim_weather_locations,batch_id,số,BỎ — hằng số,0.0,1.0,1.562,true,,,0.0,rỗng hoặc hằng số — bỏ,KHÔNG CẦN THIẾT,ĐO ĐƯỢC,U1 Hằng số hoặc rỗng,"Phương sai bằng 0 nên thông tin tương hỗ với BẤT KỲ nhãn nào cũng bằng 0. Hệ quả toán học, không phải ngưỡng vận hành.",ĐỦ,—,Không vướng cổng nào.,,KHÔNG CÓ TÁC DỤNG,false,Không đưa vào bảng phẳng. Sửa nguồn cũng vô ích vì sửa xong vẫn không nói được gì về nhu cầu.
